machine_id,cycle,temperature,vibration,pressure,rpm,voltage,humidity,failure,temperature_rolling_mean,temperature_rolling_std,temperature_rolling_min,temperature_rolling_max,vibration_rolling_mean,vibration_rolling_std,vibration_rolling_min,vibration_rolling_max,pressure_rolling_mean,pressure_rolling_std,pressure_rolling_min,pressure_rolling_max,rpm_rolling_mean,rpm_rolling_std,rpm_rolling_min,rpm_rolling_max,voltage_rolling_mean,voltage_rolling_std,voltage_rolling_min,voltage_rolling_max,humidity_rolling_mean,humidity_rolling_std,humidity_rolling_min,humidity_rolling_max,temperature_roc,vibration_roc,pressure_roc,rpm_roc,voltage_roc,humidity_roc,cycle_ratio,temp_x_vibration,pressure_x_rpm,voltage_x_rpm
1,1,0.1957123098201934,0.23573588218082514,0.82421875,0.8602307386288293,0.585144012127337,0.19476744186046502,0,0.1957123098201934,0.0,0.1957123098201934,0.1957123098201934,0.23573588218082514,0.0,0.23573588218082514,0.23573588218082514,0.82421875,0.0,0.82421875,0.82421875,0.8602307386288293,0.0,0.8602307386288293,0.8602307386288293,0.585144012127337,0.0,0.585144012127337,0.585144012127337,0.19476744186046502,0.0,0.19476744186046502,0.19476744186046502,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.046136414009110255,0.7090183041042304,0.5033588657565358
1,2,0.10269709543568473,0.07666048961279626,0.7530381944444446,0.8411351279671129,0.6700353713996972,0.1902748414376323,0,0.14920470262793906,0.06577168884480658,0.10269709543568473,0.1957123098201934,0.1561981858968107,0.11248328880476535,0.07666048961279626,0.23573588218082514,0.7886284722222223,0.05033225352195897,0.7530381944444446,0.82421875,0.8506829332979711,0.013502635789797796,0.8411351279671129,0.8602307386288293,0.6275896917635171,0.06002725580562935,0.585144012127337,0.6700353713996972,0.19252114164904865,0.0031767482241465716,0.1902748414376323,0.19476744186046502,-0.09301521438450866,-0.15907539256802888,-0.07118055555555536,-0.01909561066171639,0.08489135927236013,-0.0044926004228327265,0.006666666666666667,0.007872809617911656,0.6334068780481515,0.5635902878647763
1,3,0.22648686030428733,0.19369940505217983,0.873697916666667,0.8245590770454845,0.7614957049014652,0.34487315010570807,0,0.17496542185338848,0.06444999217832649,0.10269709543568473,0.22648686030428733,0.16869859228193373,0.0824319453218702,0.07666048961279626,0.23573588218082514,0.8169849537037038,0.0606542496312352,0.7530381944444446,0.873697916666667,0.8419749812138089,0.01785065475371025,0.8245590770454845,0.8602307386288293,0.6722250294761665,0.08819623482861393,0.585144012127337,0.7614957049014652,0.24330514446793514,0.0879891509878679,0.1902748414376323,0.34487315010570807,0.1237897648686026,0.11703891543938358,0.12065972222222232,-0.016576050921628394,0.09146033350176808,0.15459830866807578,0.01,0.04387037009307662,0.7204155477832295,0.6278981956076528
1,4,0.2396265560165971,0.13557007705061933,0.75,0.9395305662378992,0.708438605356239,0.2658562367864694,0,0.19113070539419064,0.06176136787946286,0.10269709543568473,0.2396265560165971,0.16041646347410515,0.069313719445646,0.07666048961279626,0.23573588218082514,0.8002387152777779,0.05978604634771088,0.75,0.873697916666667,0.8663638774698315,0.05090877749241515,0.8245590770454845,0.9395305662378992,0.6812784234461846,0.07425343759585445,0.585144012127337,0.7614957049014652,0.2489429175475687,0.07272229187509821,0.1902748414376323,0.34487315010570807,0.013139695712309774,-0.05812932800156051,-0.12369791666666696,0.11497148919241473,-0.053057099545226194,-0.07901691331923866,0.013333333333333334,0.032486190662544615,0.7046479246784244,0.6655997240351349
1,5,0.03976486860304229,0.14873695503755,0.7491319444444446,0.7929982760907044,0.653360282971196,0.2230443974630021,0,0.16085753803596098,0.08627382703493379,0.03976486860304229,0.2396265560165971,0.1580805617867941,0.06025426093651971,0.07666048961279626,0.23573588218082514,0.7900173611111112,0.05659645667725272,0.7491319444444446,0.873697916666667,0.851690757194006,0.05495707427141086,0.7929982760907044,0.9395305662378992,0.6756947953511869,0.06550621542737245,0.585144012127337,0.7614957049014652,0.2437632135306554,0.06403550163924204,0.1902748414376323,0.34487315010570807,-0.1998616874135548,0.01316687798693067,-0.0008680555555553582,-0.14653229014719482,-0.055078322385043066,-0.04281183932346733,0.016666666666666666,0.005914505473484785,0.594060340508922,0.5181135780622932
1,6,0.08471645919778714,0.10045840241880427,0.8259548611111116,0.9706935419705611,0.6508337544214253,0.27933403805496826,0,0.14816735822959867,0.0831912409218048,0.03976486860304229,0.2396265560165971,0.1484768685587958,0.05880345491984266,0.07666048961279626,0.23573588218082514,0.7960069444444446,0.05270462766947307,0.7491319444444446,0.873697916666667,0.8715245546567653,0.06911223582507814,0.7929982760907044,0.9706935419705611,0.6715512885295599,0.059463125551715464,0.585144012127337,0.7614957049014652,0.24969168428470753,0.05908736725427362,0.1902748414376323,0.34487315010570807,0.04495159059474485,-0.048278552618745724,0.07682291666666696,0.17769526587985673,-0.0025265285497706458,0.05628964059196617,0.02,0.008510480149587513,0.8017490496397478,0.6317601223133317
1,7,0.18395573997233727,0.13557007705061933,0.8402777777777777,0.8191221323431903,0.646791308741788,0.07293868921775881,0,0.15327998419284702,0.07713813204098245,0.03976486860304229,0.2396265560165971,0.14663304120048487,0.05390117333957054,0.07666048961279626,0.23573588218082514,0.8023313492063494,0.05093919398617967,0.7491319444444446,0.873697916666667,0.8640384943262546,0.06612643429210943,0.7929982760907044,0.9706935419705611,0.6680141485598783,0.05508295802216632,0.585144012127337,0.7614957049014652,0.22444125641800056,0.08586337729030291,0.07293868921775881,0.34487315010570807,0.09923928077455013,0.035111674631815054,0.014322916666666075,-0.1515714096273708,-0.0040424456796372965,-0.20639534883720945,0.023333333333333334,0.02493889384195346,0.6882901250939306,0.5298010759976162
1,8,0.15318118948824289,0.21544913683799866,0.8194444444444446,0.7492375016576052,0.6296109146033348,0.23652219873150115,0,0.15326763485477152,0.07141604164429396,0.03976486860304229,0.2396265560165971,0.1552350531551741,0.055517972721500726,0.07666048961279626,0.23573588218082514,0.8044704861111113,0.04754705891282786,0.7491319444444446,0.873697916666667,0.8496883702426734,0.0734536698500936,0.7492375016576052,0.9706935419705611,0.6632137443153103,0.05277343882493122,0.585144012127337,0.7614957049014652,0.22595137420718814,0.07960870634320075,0.07293868921775881,0.34487315010570807,-0.030774550484094387,0.07987905978737933,-0.020833333333333037,-0.06988463068558515,-0.01718039413845318,0.16358350951374234,0.02666666666666667,0.03300275505505984,0.6139585083027599,0.4717281086737624
1,9,0.17392807745504824,0.180630059494782,0.6805555555555554,0.8383503514122794,0.9489641232945942,0.39852008456659616,0,0.1555632395881356,0.06715763425291783,0.03976486860304229,0.2396265560165971,0.15805672052624165,0.05261768613302624,0.07666048961279626,0.23573588218082514,0.7907021604938272,0.06069788771106009,0.6805555555555554,0.873697916666667,0.8484285903726296,0.0688134784800873,0.7492375016576052,0.9706935419705611,0.6949637864241196,0.10728230483138004,0.585144012127337,0.9489641232945942,0.24512567535823346,0.09409695681376752,0.07293868921775881,0.39852008456659616,0.02074688796680535,-0.03481907734321665,-0.13888888888888928,0.08911284975467426,0.3193532086912594,0.161997885835095,0.03,0.031416638978518416,0.5705439891555789,0.7955644062416687
1,10,0.11652835408022089,0.23680873890568616,0.8250868055555562,0.7622331255801615,0.7483577564426476,0.25079281183932345,0,0.15165975103734414,0.06450885620986373,0.03976486860304229,0.2396265560165971,0.1659319223641861,0.05550841729053554,0.07666048961279626,0.23680873890568616,0.7941406250000002,0.05825036195890846,0.6805555555555554,0.873697916666667,0.8398090438933827,0.07037127799507895,0.7492375016576052,0.9706935419705611,0.7003031834259724,0.10254634067384728,0.585144012127337,0.9489641232945942,0.24569238900634244,0.08873356063407026,0.07293868921775881,0.39852008456659616,-0.05739972337482735,0.05617867941090415,0.1445312500000009,-0.07611722583211789,-0.20060636685194666,-0.1477272727272727,0.03333333333333333,0.027594932576492377,0.6289084946735626,0.5704230717454365
